URL,Titre,Prix,Année,Kilométrage,Carburant,Boite de vitesses,Marque,Modèle
https://www.avito.ma/fr/marjane/voitures_d_occasion/Dacia_Duster_en_très_bon_état_57795791.htm,Dacia Duster en très bon état,173000 DH,2020,137000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_mohammadi/voitures_d_occasion/PEUGEOT_208_Diesel_Manuelle_2019_56603019.htm,PEUGEOT 208 Diesel Manuelle 2019,134000 DH,2019,87501,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/mohammedia/voitures_d_occasion/Volkswagen_Tiguan_Diesel_Manuelle_2011_57796529.htm,Volkswagen Tiguan Diesel Manuelle 2011,170000 DH,2011,300000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/larache/voitures_d_occasion/Volkswagen_Tiguan_Diesel_Automatique_2019_DD_2024_57723785.htm,Volkswagen Tiguan Diesel Automatique 2019 DD 2024,335000 DH,2019,130000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Lexus_NX_Hybride_Automatique_2021_à_Casablanca_57304972.htm,Lexus NX Hybride Automatique 2021 à Casablanca,315000 DH,2021,65000,Hybride,Automatique,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Land_Rover_Range_Rover_Velar_Diesel_Automatique_56436177.htm,Land Rover Range Rover Velar Diesel Automatique,0 DH,2018,180000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/m_hamid/voitures_d_occasion/Mercedes_Benz_220_Diesel_Automatique_2014_à_Marrakech_57533172.htm,Mercedes-Benz 220 Diesel Automatique 2014 à Marrakech,252000 DH,2014,220000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hassan/voitures_d_occasion/Volkswagen_Tiguan_2018_Excellent_état_57462155.htm,Volkswagen Tiguan 2018 Excellent état,285000 DH,2018,220000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/champ_de_course/voitures_d_occasion/Mercedes_Benz_Classe_A180_57549480.htm,Mercedes-Benz Classe A180,159000 DH,2015,150000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Fiat_Doblo_modèle_2015__nouveau_montage_57796118.htm,"Fiat Doblo modèle 2015, nouveau montage",870000 DH,2015,200000,Diesel,Manuelle,N/A,
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Citroën_c4_diesel_Shine_57658581.htm,Citroën c4 diesel Shine,0 DH,2024,36000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/massira_1/voitures_d_occasion/Fiat_Uno_2000_en_bon_état_diesel_Marrakech_57710862.htm,Fiat Uno 2000 en bon état diesel Marrakech,24000 DH,2000,253000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/biranzarane/voitures_d_occasion/VOLKSWAGEN_GOLF_8_STYLE_2022_57737608.htm,VOLKSWAGEN GOLF 8 STYLE 2022,0 DH,2022,50000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_salam/voitures_d_occasion/Peugeot_208_Pack_active_2022_57614111.htm,Peugeot 208 Pack active 2022,0 DH,2022,87000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Volkswagen_Touareg_57777599.htm,Volkswagen Touareg,359000 DH,2023,114800,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/BMW_SERIE_1___116_d___70_000_km_46251335.htm,BMW SERIE 1 - 116 d - 70.000 km,0 DH,2022,70000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/bournazil/voitures_d_occasion/Land_Rover_Range_Sport_Diesel_Automatique_2016_57145135.htm,Land Rover Range Sport Diesel Automatique 2016,245000 DH,2016,250000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Kia_Ceed_Diesel_MHEV_Automatic_69k_2022_à_Tétouan_57421259.htm,Kia Ceed Diesel MHEV Automatic 69k 2022 à Tétouan,189000 DH,2022,69000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/massira/voitures_d_occasion/Maserati_Levante_Diesel_Automatique_2017_à_Rabat_57113296.htm,Maserati Levante Diesel Automatique 2017 à Rabat,0 DH,2017,120000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Skoda_diesel_automatique_hamza_57014903.htm,Skoda diesel automatique hamza,0 DH,2014,305000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Mini_Countryman_Essence_Automatique_2014_57719322.htm,Mini Countryman Essence Automatique 2014,135000 DH,2014,112000,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/les_amicales/voitures_d_occasion/Mercedes_C220d_57796348.htm,Mercedes C220d,0 DH,2016,190000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/route_de_casablanca/voitures_d_occasion/Voiture_à_vendre_57796060.htm,Voiture à vendre,105000 DH,2018,14000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/sanaoubar/voitures_d_occasion/Peugeot_2008_Automatique_Diesel_2022_57481241.htm,Peugeot 2008 Automatique Diesel 2022,210000 DH,2022,148000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/abdelmoumen/voitures_d_occasion/Skoda_Octavia_Diesel_Automatique_2020_57771387.htm,Skoda Octavia Diesel Automatique 2020,215000 DH,2020,135000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Hyundai_Santa_Fe_7_places_57504008.htm,Hyundai Santa Fe 7 places,195000 DH,2017,162000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/BMW_520_d___SPORT_LINE_50052976.htm,BMW 520 d - SPORT LINE,0 DH,2018,150000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Volkswagen_Tiguan_Diesel_Automatique_2019_à_Agadir_57703029.htm,Volkswagen Tiguan Diesel Automatique 2019 à Agadir,0 DH,2019,180000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/marrakech/voitures_d_occasion/Porsche_Cayenne_Hybride_Automatique_2020_57731882.htm,Porsche Cayenne Hybride Automatique 2020,700000 DH,2020,127000,Hybride,Automatique,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Voiture_modèle_2025_et_excellente_57795913.htm,Voiture modèle 2025 et excellente,220000 DH,2025,35000,Essence,Automatique,N/A,
https://www.avito.ma/fr/el_alia/voitures_d_occasion/Vente_BMW_Série_1_diesel_8_chevaux_D118_et_si_vous_voulez__Nak_57657762.htm,"Vente BMW Série 1 diesel 8 chevaux D118 et si vous voulez, Nak",92000 DH,2009,280,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/ben_dibane/voitures_d_occasion/Tanger_Bnimakada_57795922.htm,Tanger Bnimakada,88000 DH,2010,240,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Peugeot_3008_57637105.htm,Peugeot 3008,230000 DH,2020,88000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/wifak/voitures_d_occasion/RENAULT_CLIO_Diesel_Manuelle_2023_56561883.htm,RENAULT CLIO Diesel Manuelle 2023,183000 DH,2023,68000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/BMW_Série_1_Diesel_Automatique_2022_à_Casablanca_57071774.htm,BMW Série 1 Diesel Automatique 2022 à Casablanca,292700 DH,2022,45000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/berrechid/voitures_d_occasion/honda_civic_57796597.htm,honda civic,18 DH,2018,159,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/larache/voitures_d_occasion/Nissan_Qashqai_automatique_1ère_main_57796279.htm,Nissan Qashqai automatique 1ère main,25 DH,2021,100,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Caddy_Diesel_Automatique_2021_56732039.htm,Volkswagen Caddy Diesel Automatique 2021,0 DH,2021,120000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Hyundai_Santafe_57779200.htm,Hyundai Santafe,0 DH,2018,180000,Diesel,Automatique,N/A,DESCRIPTION
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/hyundai_tucson_56577192.htm,hyundai tucson,315000 DH,2022,48000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/agadir/voitures_d_occasion/Volkswagen_Golf_3_Diesel_Manuelle_1998_à_Agadir_57796161.htm,Volkswagen Golf 3 Diesel Manuelle 1998 à Agadir,52000 DH,1998,100000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/extension_dakhla/voitures_d_occasion/Dacia_Duster_2023_Automatique_1_6_57777011.htm,Dacia Duster 2023 Automatique 1.6,0 DH,2023,96000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Skoda_Karoq_SportLine_2023______57614267.htm,Skoda Karoq SportLine 2023❤️‍🔥,0 DH,2023,50000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Mercedes_classe_A200_57560167.htm,Mercedes classe A200,310000 DH,2023,130000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/CHEVROLET_CAMARO_ZL1_PACKAGE_2022_DED_2026_57653950.htm,CHEVROLET CAMARO ZL1 PACKAGE 2022 DED 2026,0 DH,2022,70000,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/anfa/voitures_d_occasion/Renault_Kangoo_1_5_dci_2012_57796025.htm,Renault Kangoo 1.5 dci 2012,97000 DH,2012,200000,Diesel,Manuelle,N/A,DESCRIPTION
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Kia_Picanto_Essence_Automatique_2023_57554156.htm,Kia Picanto Essence Automatique 2023,0 DH,2023,58000,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/ain_el_hayani/voitures_d_occasion/MERCEDES_GLA_200d_2026_47932781.htm,MERCEDES GLA 200d 2026,0 DH,2026,1,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/californie/voitures_d_occasion/Mercedes_GLA_210D_57796375.htm,Mercedes GLA 210D,190000 DH,2015,186000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/agdal/voitures_d_occasion/BMW_X2_Diesel_Automatique_2018_57247461.htm,BMW X2 Diesel Automatique 2018,275000 DH,2018,158000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/massira/voitures_d_occasion/hyndai_santa_fe_a_vendre_57670643.htm,hyndai santa fe a vendre,0 DH,2020,170000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/m_hamid/voitures_d_occasion/Hyundai_Tucson_Diesel_Automatique_2025_à_Marrakech_57796426.htm,Hyundai Tucson Diesel Automatique 2025 à Marrakech,255000 DH,2025,60000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/targa/voitures_d_occasion/CHEVROLET_ORLANDO_7_PLACES_AUTOMATIQUE_57781348.htm,CHEVROLET ORLANDO 7 PLACES AUTOMATIQUE,145000 DH,2014,158000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/al_hoceima/voitures_d_occasion/Mercedes_cla_220_4_matic_1_edition_57653762.htm,Mercedes cla 220 4 matic 1 edition,500000 DH,2020,38000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/mers_sultan/voitures_d_occasion/RANGE_ROVER_SPORT_SDV6_56954885.htm,RANGE ROVER SPORT SDV6,0 DH,2016,130000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_A4_diesel_fin_2021_57026882.htm,Audi A4 diesel fin 2021,0 DH,2021,72000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_208_à_vendre____comme_neuve_57692989.htm,Peugeot 208 à vendre... comme neuve,109000 DH,2017,74000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Nissan_Qashqai_56132605.htm,Nissan Qashqai,0 DH,2021,114000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Skoda_Yeti_bien_entretenue_56259014.htm,Skoda Yeti bien entretenue,0 DH,2014,195000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/drissia/voitures_d_occasion/Peugeot_208_2024_très_bon_état_57731235.htm,Peugeot 208 2024 très bon état,175000 DH,2024,13900,Diesel,Manuelle,N/A,DESCRIPTION
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Nissan_juke_modèle_2014_53852222.htm,Nissan juke modèle 2014,0 DH,2014,180000,Diesel,Manuelle,N/A,
https://www.avito.ma/fr/agdal/voitures_d_occasion/Tucson_Touristique_57683184.htm,Tucson Touristique,0 DH,2019,300000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Jaguar_E_pace_2020_toit_panoramique_56531767.htm,Jaguar E pace 2020 toit panoramique,0 DH,2020,115000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Land_Rover_Range_Rover_Evoque_Diesel_Automatique_57594604.htm,Land Rover Range Rover Evoque Diesel Automatique,0 DH,2020,100000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Opel_Corsa_Diesel___GS_Line___57268654.htm,Opel Corsa Diesel - GS Line -,163000 DH,2023,48000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Mercedes_Benz_Classe_C_Coupé_Automatique_2023_57723005.htm,Mercedes-Benz Classe C Coupé Automatique 2023,0 DH,2023,58000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/oasis/voitures_d_occasion/E_220_d_Coupé_2023_faible_km_à_Casablanca_55515197.htm,E 220 d Coupé 2023 faible km à Casablanca,0 DH,2023,12000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/agdal/voitures_d_occasion/AUDI_A5_SPORTBACK_Diesel_Automatique_2022_57099723.htm,AUDI A5 SPORTBACK Diesel Automatique 2022,370000 DH,2022,62000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/casablanca/voitures_d_occasion/Opel_Astra_Diesel_Manuelle_2010_à_Casablanca_57796211.htm,Opel Astra Diesel Manuelle 2010 à Casablanca,140000 DH,2010,106000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Dacia_Sandero_tt_options_en_excellent_état_57737616.htm,Dacia Sandero tt options en excellent état,0 DH,2024,90000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Mercedes_Benz_GLE350_DE_Coupe_2022_57681161.htm,Mercedes-Benz GLE350 DE Coupe 2022,0 DH,2022,90000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/californie/voitures_d_occasion/Audi_Q5_S_line_2022_Dédouanée_2026_57752171.htm,Audi Q5 S-line 2022 Dédouanée 2026,0 DH,2022,75000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Rangerover_sport_56278071.htm,Rangerover sport,320000 DH,2017,195000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/californie/voitures_d_occasion/Range_Rover_03_2013_57535156.htm,Range Rover 03/2013,0 DH,2013,210000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/massar/voitures_d_occasion/Porsche_Cayenne_Hybride_Automatique_2020_57756354.htm,Porsche Cayenne Hybride Automatique 2020,700000 DH,2020,98000,Hybride,Automatique,N/A,N/A
https://www.avito.ma/fr/maarif/voitures_d_occasion/Mercedes_Benz_Classe_A_Diesel_Automatique_2025_57630148.htm,Mercedes-Benz Classe A Diesel Automatique 2025,0 DH,2025,3000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/marrakech/voitures_d_occasion/Mercedes_Benz_Classe_GLC_Diesel_Automatique_2016_57795845.htm,Mercedes-Benz Classe GLC Diesel Automatique 2016,215000 DH,2016,390000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Volkswagen_Touareg_Rline_Diesel_2023_56139783.htm,Volkswagen Touareg Rline Diesel 2023,0 DH,2023,39000,Diesel,Automatique,N/A,DESCRIPTION
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/KIA___GEELY_CITYRAY_57796569.htm,KIA - GEELY CITYRAY,230000 DH,2025,15600,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/aviation___mabella/voitures_d_occasion/Land_Rover_Freelander_57783343.htm,Land Rover Freelander,108000 DH,2014,285000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Volkswagen_T_Roc_Diesel_Automatique_2021_12_57776678.htm,Volkswagen T-Roc Diesel Automatique 2021/12,0 DH,2021,61000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/biranzarane/voitures_d_occasion/BMW_X3_PACK_M_DIESEL_AUTOMATIQUE_2021_57609526.htm,BMW X3 PACK M DIESEL AUTOMATIQUE 2021,0 DH,2021,55000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/BMW_X3_sDrive_18d_xLine_50313938.htm,BMW X3 sDrive 18d xLine,372000 DH,2020,90000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/anfa/voitures_d_occasion/MG_ZS_Essence_Automatique_2023_à_Casablanca_57601523.htm,MG ZS Essence Automatique 2023 à Casablanca,195000 DH,2023,94851,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Citroën_Berlingo_Top_57678331.htm,Citroën Berlingo Top,165000 DH,2021,102000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/guéliz/voitures_d_occasion/Mercedes_Benz_Classe_G_Essence_Automatique_2022_57615650.htm,Mercedes-Benz Classe G Essence Automatique 2022,3150000 DH,2022,3000,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/route_de_sefrou/voitures_d_occasion/Geely_Cityray_56182843.htm,Geely Cityray,0 DH,2025,0,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/casablanca/voitures_d_occasion/Hyundai_Accent_Diesel_Automatique_2022_57772289.htm,Hyundai Accent Diesel Automatique 2022,148000 DH,2022,108,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/drissia/voitures_d_occasion/Hyundai_Santa_Fe_Diesel_Automatique_2022_à_Tanger_57656665.htm,Hyundai Santa Fe Diesel Automatique 2022 à Tanger,408500 DH,2022,82150,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/guéliz/voitures_d_occasion/GLC_Hybride_diesel__12_2020__Dédouaner_09_2025__57777276.htm,GLC Hybride diesel .12/2020. Dédouaner 09/2025.,570000 DH,2020,138000,Hybride,Automatique,N/A,N/A
https://www.avito.ma/fr/ben_m_sick/voitures_d_occasion/Vente_Voiture_Hyundai_Accent_Oct_2022_Automatique_57700013.htm,Vente Voiture Hyundai Accent Oct 2022 Automatique,162000 DH,2022,65000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Audi_Q5_Diesel_Automatique_2022_à_Marrakech_57508645.htm,Audi Q5 Diesel Automatique 2022 à Marrakech,0 DH,2022,71000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/oulfa/voitures_d_occasion/Porsche_Macan_en_très_bon_état_57707830.htm,Porsche Macan en très bon état,345000 DH,2016,120000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/béni_mellal/voitures_d_occasion/Mercedes_Benz_Classe_GLE_350de_2024_dédouanée_2026_57753206.htm,Mercedes-Benz Classe GLE 350de 2024 dédouanée 2026,0 DH,2024,60000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/anfa/voitures_d_occasion/Maserati_Ghibli_Diesel_Automatique_2014_57145617.htm,Maserati Ghibli Diesel Automatique 2014,0 DH,2014,190000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/khouribga/voitures_d_occasion/Peugeot_208_Active_54043807.htm,Peugeot 208 Active,152000 DH,2023,100000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/aïn_diab/voitures_d_occasion/Maserati_Ghibli_1ère_main_57796408.htm,Maserati Ghibli 1ère main,245000 DH,2016,120000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/GLE_350de_4_matic_57731420.htm,GLE 350de 4 matic,0 DH,2022,99000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/maarif/voitures_d_occasion/Ford_Mustang_Essence_Automatique_2022_à_Casablanca_57714560.htm,Ford Mustang Essence Automatique 2022 à Casablanca,0 DH,2022,53200,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/oulfa/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2022_à_Casablanca_57761276.htm,Audi Q3 Diesel Automatique 2022 à Casablanca,0 DH,2022,132000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Land_Rover_Range_Rover_Velar_Diesel_11_2017_57027397.htm,Land Rover Range Rover Velar Diesel 11/2017,0 DH,2017,95000,Diesel,Automatique,N/A,DESCRIPTION  VOIR PLUS
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/CITROEN_C5_AirCross_2_0_BlueHDi_Shine_50313508.htm,CITROEN C5 AirCross 2.0 BlueHDi Shine,288000 DH,2024,56000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Classe_A_180d_57648385.htm,Classe A 180d,170000 DH,2014,146000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/oulfa/voitures_d_occasion/Kia_Sportage_Diesel_Manuelle_2020_à_Casablanca_57738035.htm,Kia Sportage Diesel Manuelle 2020 à Casablanca,198000 DH,2020,117300,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/mers_sultan/voitures_d_occasion/Renault_Mégane_explore_2021_49855097.htm,Renault Mégane explore 2021,165000 DH,2021,102000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/dcheira/voitures_d_occasion/T_ROC_à_vendre_dédouanée_57796668.htm,T-ROC à vendre dédouanée,240000 DH,2019,149800,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Benz_GLC_300DE__Importée_Neuve__2026_53487668.htm,Mercedes-Benz GLC 300DE (Importée Neuve) 2026,0 DH,2025,0,Hybride,Automatique,N/A,N/A
https://www.avito.ma/fr/agdal/voitures_d_occasion/Range_Rover_Vogue_2017_57278287.htm,Range Rover Vogue 2017,0 DH,2021,220000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/californie/voitures_d_occasion/VW_Touareg_Extrem_2019_57796124.htm,VW Touareg Extrem 2019,240000 DH,2019,130000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/quartier_du_soleil/voitures_d_occasion/2008_Allure_57246264.htm,2008 Allure,0 DH,2024,8000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/ancienne_médina/voitures_d_occasion/Seat_Leon_Diesel_Automatique_2015_à_ben_grire_57625255.htm,Seat Leon Diesel Automatique 2015 à ben grire,153000 DH,2015,160000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Peugeot_208_1_5_Allure_Pack_55845420.htm,Peugeot 208 1.5 Allure Pack,194000 DH,2023,80000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/marrakech/voitures_d_occasion/Hyundai_i20_Essence_Manuelle_2011_à_Marrakech_57771880.htm,Hyundai i20 Essence Manuelle 2011 à Marrakech,84000 DH,2011,93700,Essence,Manuelle,N/A,N/A
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Vends_Opel_Astra_diesel__modèle_avril_2017_RABAT_57796220.htm,"Vente Opel Astra diesel, modèle avril 2017 RABAT",145000 DH,2017,84000,Diesel,Manuelle,N/A,
https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Peugeot_308_diesel_2021_manuelle_55489019.htm,Peugeot 308 diesel 2021 manuelle,0 DH,2021,130000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/hay_karima/voitures_d_occasion/Peugeot_301_diesel_2021_allure_à_vendre_56178746.htm,Peugeot 301 diesel 2021 allure à vendre,135000 DH,2021,105000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/mabrouka/voitures_d_occasion/Dacia_Streetway_modèle_2022_57795613.htm,Dacia Streetway modèle 2022,140000 DH,2022,56000,Diesel,Manuelle,N/A,
https://www.avito.ma/fr/quods/voitures_d_occasion/Bonne_voiture_57796103.htm,Bonne voiture,145000 DH,2018,120000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Volkswagen_Touareg_Diesel_Automatique_2017_à_Rabat_57727520.htm,Volkswagen Touareg Diesel Automatique 2017 à Rabat,0 DH,2017,260000,Diesel,Automatique,N/A,DESCRIPTION
https://www.avito.ma/fr/anfa/voitures_d_occasion/Qashqai_Essence_BVA_fin_2022_57149366.htm,Qashqai Essence BVA fin 2022,220000 DH,2023,36000,Essence,Automatique,N/A,N/A
https://www.avito.ma/fr/médina_de_rabat/voitures_d_occasion/Renault_megane_4_explore_phase_2_57430537.htm,Renault megane 4 explore phase 2,197000 DH,2022,100,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/tanger/voitures_d_occasion/Toyota_Corolla_Hybride_Automatique_2023_à_Tanger_57796024.htm,Toyota Corolla Hybride Automatique 2023 à Tanger,0 DH,2023,30000,Hybride,Automatique,N/A,N/A
https://www.avito.ma/fr/al_hadiqa/voitures_d_occasion/WOLKSVAGEN_TOUAREG_R_LINE_57512288.htm,WOLKSVAGEN TOUAREG R LINE,255000 DH,2019,154000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/maarif/voitures_d_occasion/Audi_Q7_quattro_7_places_2022_57747577.htm,Audi Q7 quattro 7 places 2022,385000 DH,2022,150000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Volkswagen_Passat_CC_2016_2_0_TDI_140ch_57460878.htm,Volkswagen Passat CC 2016 2.0 TDI 140ch,165000 DH,2016,265000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Ford_Focus_sport_2015_1ere_main_peinture_d_origine_57625105.htm,Ford Focus sport 2015 1ere main peinture d’origine,145000 DH,2015,180000,Diesel,Manuelle,N/A,N/A
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/BMW_Série_5_Diesel_Automatique_2021_à_Marrakech_57791934.htm,BMW Série 5 Diesel Automatique 2021 à Marrakech,0 DH,2021,110000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_A6_Diesel_Automatique_57282598.htm,Audi A6 Diesel Automatique,0 DH,2023,100000,Diesel,Automatique,N/A,N/A
https://www.avito.ma/fr/maarif/voitures_d_occasion/Porsche_Macan_Essence_Automatique_2021_57697702.htm,Porsche Macan Essence Automatique 2021,0 DH,2021,50000,Essence,Automatique,N/A,N/A
